"TCG region",Expansion,"Card number","Card number sorting order","Card name",Rarity,"Card variant","Card language","Card condition","Additional card grade label",Quantity
International,"Silver Tempest",028/195,28,Fletchinder,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",029/195,29,Talonflame,Rare,Normal,English,Mint,,1
International,"Silver Tempest",030/195,30,Litten,Common,Normal,English,Mint,,1
International,"Silver Tempest",031/195,31,Torracat,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",032/195,32,Incineroar,Rare,Normal,English,Mint,,1
International,"Silver Tempest",035/195,35,"Omastar V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Silver Tempest",036/195,36,Articuno,"Rare Holo","Normal Holo",English,Mint,,1
International,"Silver Tempest",037/195,37,Wailmer,Common,Normal,English,Mint,,1
International,"Silver Tempest",038/195,38,Wailord,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",039/195,39,Feebas,Common,Normal,English,Mint,,1
International,"Silver Tempest",040/195,40,Milotic,Rare,Normal,English,Mint,,1
International,"Silver Tempest",041/195,41,Snorunt,Common,Normal,English,Mint,,1
International,"Silver Tempest",042/195,42,Glalie,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",043/195,43,Froslass,Rare,Normal,English,Mint,,1
International,"Silver Tempest",044/195,44,Relicanth,Common,Normal,English,Mint,,1
International,"Silver Tempest",045/195,45,Phione,Rare,Normal,English,Mint,,1
International,"Silver Tempest",046/195,46,Keldeo,Rare,Normal,English,Mint,,1
International,"Silver Tempest",047/195,47,Dewpider,Common,Normal,English,Mint,,1
International,"Silver Tempest",048/195,48,Araquanid,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",049/195,49,Pikachu,Common,Normal,English,Mint,,1
International,"Silver Tempest",050/195,50,Raichu,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",051/195,51,Chinchou,Common,Normal,English,Mint,,1
International,"Silver Tempest",052/195,52,Lanturn,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",053/195,53,Rotom,Common,Normal,English,Mint,,1
International,"Silver Tempest",054/195,54,Emolga,Common,Normal,English,Mint,,1
International,"Silver Tempest",055/195,55,Stunfisk,Common,Normal,English,Mint,,1
International,"Silver Tempest",056/195,56,Zeraora,Rare,Normal,English,Mint,,1
International,"Silver Tempest",059/195,59,"Radiant Alakazam","Radiant Rare","Normal Holo",English,Mint,,1
International,"Silver Tempest",060/195,60,Drowzee,Common,Normal,English,Mint,,1
International,"Silver Tempest",061/195,61,Hypno,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",062/195,62,Jynx,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",063/195,63,Misdreavus,Common,Normal,English,Mint,,1
International,"Silver Tempest",064/195,64,Mismagius,Rare,Normal,English,Mint,,1
International,"Silver Tempest",065/195,65,"Unown V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Silver Tempest",067/195,67,Ralts,Common,Normal,English,Mint,,1
International,"Silver Tempest",068/195,68,Kirlia,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",069/195,69,Gardevoir,Rare,Normal,English,Mint,,1
International,"Silver Tempest",070/195,70,"Mawile V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Silver Tempest",072/195,72,Meditite,Common,Normal,English,Mint,,1
International,"Silver Tempest",073/195,73,Medicham,"Rare Holo","Normal Holo",English,Mint,,1
International,"Silver Tempest",074/195,74,Chimecho,Common,Normal,English,Mint,,1
International,"Silver Tempest",075/195,75,Sigilyph,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",076/195,76,Solosis,Common,Normal,English,Mint,,1
International,"Silver Tempest",077/195,77,Duosion,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",078/195,78,Reuniclus,"Rare Holo","Normal Holo",English,Mint,,1
International,"Silver Tempest",079/195,79,Elgyem,Common,Normal,English,Mint,,1
International,"Silver Tempest",080/195,80,Beheeyem,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",081/195,81,Espurr,Common,Normal,English,Mint,,1
International,"Silver Tempest",082/195,82,Meowstic,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",083/195,83,Swirlix,Common,Normal,English,Mint,,1
International,"Silver Tempest",084/195,84,Slurpuff,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",085/195,85,Dedenne,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",086/195,86,Indeedee,Common,Normal,English,Mint,,1
International,"Silver Tempest",087/195,87,Dreepy,Common,Normal,English,Mint,,1
International,"Silver Tempest",088/195,88,Drakloak,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",089/195,89,Dragapult,"Rare Holo","Normal Holo",English,Mint,,1
International,"Silver Tempest",091/195,91,Phanpy,Common,Normal,English,Mint,,1
International,"Silver Tempest",092/195,92,Donphan,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",093/195,93,Baltoy,Common,Normal,English,Mint,,1
International,"Silver Tempest",094/195,94,Claydol,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",095/195,95,Anorith,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",096/195,96,Armaldo,Rare,Normal,English,Mint,,1
International,"Silver Tempest",097/195,97,Terrakion,"Rare Holo","Normal Holo",English,Mint,,1
International,"Silver Tempest",098/195,98,Hawlucha,Common,Normal,English,Mint,,1
International,"Silver Tempest",099/195,99,Sandygast,Common,Normal,English,Mint,,1
International,"Silver Tempest",100/195,100,Palossand,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",101/195,101,Stonjourner,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",102/195,102,"Ursaluna V","Holo Rare V","Normal Holo",English,Mint,,1
International,"Silver Tempest",103/195,103,Zubat,Common,Normal,English,Mint,,1
International,"Silver Tempest",104/195,104,Golbat,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",105/195,105,Crobat,"Rare Holo","Normal Holo",English,Mint,,1
International,"Silver Tempest",106/195,106,Murkrow,Common,Normal,English,Mint,,1
International,"Silver Tempest",107/195,107,Honchkrow,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",109/195,109,Croagunk,Common,Normal,English,Mint,,1
International,"Silver Tempest",110/195,110,Toxicroak,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",111/195,111,Sandile,Common,Normal,English,Mint,,1
International,"Silver Tempest",112/195,112,Krokorok,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",113/195,113,Krookodile,"Rare Holo","Normal Holo",English,Mint,,1
International,"Silver Tempest",114/195,114,Mareanie,Common,Normal,English,Mint,,1
International,"Silver Tempest",115/195,115,Toxapex,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",116/195,116,Morpeko,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",117/195,117,Beldum,Common,Normal,English,Mint,,1
International,"Silver Tempest",118/195,118,Metang,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",119/195,119,Metagross,"Rare Holo","Normal Holo",English,Mint,,1
International,"Silver Tempest",120/195,120,"Radiant Jirachi","Radiant Rare","Normal Holo",English,Mint,,1
International,"Silver Tempest",121/195,121,Ferroseed,Common,Normal,English,Mint,,1
International,"Silver Tempest",122/195,122,Ferrothorn,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",123/195,123,Klink,Common,Normal,English,Mint,,1
International,"Silver Tempest",124/195,124,Klang,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",125/195,125,Klinklang,Rare,Normal,English,Mint,,1
International,"Silver Tempest",126/195,126,Cobalion,Rare,Normal,English,Mint,,1
International,"Silver Tempest",127/195,127,Togedemaru,Common,Normal,English,Mint,,1
International,"Silver Tempest",129/195,129,Dratini,Common,Normal,English,Mint,,1
International,"Silver Tempest",130/195,130,Dragonair,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",131/195,131,Dragonite,"Rare Holo","Normal Holo",English,Mint,,1
International,"Silver Tempest",132/195,132,Noibat,Common,Normal,English,Mint,,1
International,"Silver Tempest",133/195,133,Noivern,Rare,Normal,English,Mint,,1
International,"Silver Tempest",134/195,134,Zygarde,Rare,Normal,English,Mint,,1
International,"Silver Tempest",137/195,137,Smeargle,Common,Normal,English,Mint,,1
International,"Silver Tempest",141/195,141,Spinda,Common,Normal,English,Mint,,1
International,"Silver Tempest",142/195,142,Swablu,Common,Normal,English,Mint,,1
International,"Silver Tempest",143/195,143,Altaria,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",144/195,144,Buneary,Common,Normal,English,Mint,,1
International,"Silver Tempest",145/195,145,Lopunny,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",146/195,146,Archen,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",147/195,147,Archeops,"Rare Holo","Normal Holo",English,Mint,,1
International,"Silver Tempest",148/195,148,Rufflet,Common,Normal,English,Mint,,1
International,"Silver Tempest",149/195,149,"Hisuian Braviary",Rare,Normal,English,Mint,,1
International,"Silver Tempest",150/195,150,Fletchling,Common,Normal,English,Mint,,1
International,"Silver Tempest",151/195,151,Brandon,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",152/195,152,Candice,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",153/195,153,"Capturing Aroma",Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",154/195,154,"Earthen Seal Stone","Rare Holo","Normal Holo",English,Mint,,1
International,"Silver Tempest",155/195,155,"Emergency Jelly",Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",157/195,157,"Furisode Girl",Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",158/195,158,"Gym Trainer",Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",159/195,159,Lance,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",160/195,160,"Leafy Camo Poncho",Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",161/195,161,"Primordial Altar",Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",162/195,162,"Professor Laventon",Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",163/195,163,"Quad Stone",Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",164/195,164,Serena,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",165/195,165,"Unidentified Fossil",Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",166/195,166,Wallace,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",167/195,167,Worker,Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",168/195,168,"Regenerative Energy",Uncommon,Normal,English,Mint,,1
International,"Silver Tempest",169/195,169,"V Guard Energy",Uncommon,Normal,English,Mint,,1
International,"Lost Origin",001/196,1,Oddish,Common,Normal,English,Mint,,1
International,"Lost Origin",002/196,2,Gloom,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",003/196,3,Vileplume,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",004/196,4,Paras,Common,Normal,English,Mint,,1
International,"Lost Origin",005/196,5,Parasect,Rare,Normal,English,Mint,,1
International,"Lost Origin",006/196,6,Wurmple,Common,Normal,English,Mint,,1
International,"Lost Origin",007/196,7,Silcoon,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",008/196,8,Beautifly,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",009/196,9,Cascoon,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",010/196,10,Dustox,Rare,Normal,English,Mint,,1
International,"Lost Origin",011/196,11,Seedot,Common,Normal,English,Mint,,1
International,"Lost Origin",012/196,12,Nuzleaf,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",013/196,13,Shiftry,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",014/196,14,Roselia,Common,Normal,English,Mint,,1
International,"Lost Origin",015/196,15,Roserade,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",016/196,16,Phantump,Common,Normal,English,Mint,,1
International,"Lost Origin",017/196,17,Trevenant,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",018/196,18,Blipbug,Common,Normal,English,Mint,,1
International,"Lost Origin",019/196,19,Dottler,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",020/196,20,Orbeetle,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",021/196,21,Slugma,Common,Normal,English,Mint,,1
International,"Lost Origin",022/196,22,Magcargo,Rare,Normal,English,Mint,,1
International,"Lost Origin",023/196,23,Torkoal,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",024/196,24,Litwick,Common,Normal,English,Mint,,1
International,"Lost Origin",025/196,25,Lampent,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",026/196,26,Chandelure,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",028/196,28,Litleo,Common,Normal,English,Mint,,1
International,"Lost Origin",029/196,29,Pyroar,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",030/196,30,Poliwag,Common,Normal,English,Mint,,1
International,"Lost Origin",031/196,31,Poliwhirl,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",032/196,32,Politoed,Rare,Normal,English,Mint,,1
International,"Lost Origin",033/196,33,Seel,Common,Normal,English,Mint,,1
International,"Lost Origin",034/196,34,Dewgong,Rare,Normal,English,Mint,,1
International,"Lost Origin",035/196,35,Horsea,Common,Normal,English,Mint,,1
International,"Lost Origin",036/196,36,Seadra,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",037/196,37,Kingdra,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",038/196,38,Luvdisc,Common,Normal,English,Mint,,1
International,"Lost Origin",039/196,39,Shellos,Common,Normal,English,Mint,,1
International,"Lost Origin",040/196,40,Finneon,Common,Normal,English,Mint,,1
International,"Lost Origin",041/196,41,Lumineon,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",042/196,42,Snover,Common,Normal,English,Mint,,1
International,"Lost Origin",043/196,43,Abomasnow,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",044/196,44,"Hisuian Basculin",Common,Normal,English,Mint,,1
International,"Lost Origin",045/196,45,"Hisuian Basculegion","Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",046/196,46,Ducklett,Common,Normal,English,Mint,,1
International,"Lost Origin",047/196,47,Swanna,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",050/196,50,Cramorant,Rare,Normal,English,Mint,,1
International,"Lost Origin",051/196,51,Glastrier,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",052/196,52,Pikachu,Common,Normal,English,Mint,,1
International,"Lost Origin",053/196,53,Raichu,Rare,Normal,English,Mint,,1
International,"Lost Origin",054/196,54,Electrike,Common,Normal,English,Mint,,1
International,"Lost Origin",055/196,55,Manectric,Rare,Normal,English,Mint,,1
International,"Lost Origin",059/196,59,Tynamo,Common,Normal,English,Mint,,1
International,"Lost Origin",060/196,60,Eelektrik,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",061/196,61,Eelektross,Rare,Normal,English,Mint,,1
International,"Lost Origin",062/196,62,Clefairy,Common,Normal,English,Mint,,1
International,"Lost Origin",063/196,63,Clefable,Rare,Normal,English,Mint,,1
International,"Lost Origin",064/196,64,Gastly,Common,Normal,English,Mint,,1
International,"Lost Origin",065/196,65,Haunter,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",066/196,66,Gengar,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",067/196,67,"Mr. Mime",Rare,Normal,English,Mint,,1
International,"Lost Origin",068/196,68,Jynx,Common,Normal,English,Mint,,1
International,"Lost Origin",069/196,69,"Radiant Gardevoir","Radiant Rare","Normal Holo",English,Mint,,1
International,"Lost Origin",071/196,71,Mawile,Common,Normal,English,Mint,,1
International,"Lost Origin",072/196,72,Shuppet,Common,Normal,English,Mint,,1
International,"Lost Origin",073/196,73,Banette,Rare,Normal,English,Mint,,1
International,"Lost Origin",074/196,74,Cresselia,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",075/196,75,"Hisuian Zorua",Common,Normal,English,Mint,,1
International,"Lost Origin",076/196,76,"Hisuian Zoroark","Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",077/196,77,Inkay,Common,Normal,English,Mint,,1
International,"Lost Origin",078/196,78,Malamar,Rare,Normal,English,Mint,,1
International,"Lost Origin",080/196,80,Mimikyu,Rare,Normal,English,Mint,,1
International,"Lost Origin",081/196,81,Spectrier,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",083/196,83,"Hisuian Growlithe",Common,Normal,English,Mint,,1
International,"Lost Origin",084/196,84,"Hisuian Arcanine","Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",085/196,85,Poliwrath,Rare,Normal,English,Mint,,1
International,"Lost Origin",086/196,86,Machop,Common,Normal,English,Mint,,1
International,"Lost Origin",087/196,87,Machoke,Uncommon,Normal,English,Mint,,1
International,"Lost Origin",088/196,88,Machamp,"Rare Holo","Normal Holo",English,Mint,,1
International,"Lost Origin",089/196,89,Rhyhorn,Common,Normal,English,Mint,,1
International,"Lost Origin",090/196,90,Rhydon,Uncommon,Normal,English,Mint,,1
